latitude,longitude
-2.288.743,-4.339.687
-2.293.562,-4.317.822
-2.296.316,-4.320.934
-229.329,-4.318.039
-2.297.371,-4.339.282
-2.300.913,-4.333.958
-2.296.088,-432.167
-2.296.747,-4.321.548
-2.300.339,-4.334.267
-2.301.051,-434.408
-2.297.078,-4.335.622
-2.299.258,-4.341.985
-2.296.895,-433.975
-2.295.971,-4.320.294
-2.296.257,-4.316.849
-2.297.627,-431.923
-2.291.511,-4.317.878
-2.284.755,-432.632
-2.296.795,-4.318.917
-2.299.076,-4.343.702
-2.296.086,-4.317.147
-2.296.892,-4.339.035
-2.296.893,-4.339.751
-2.299.291,-4.323.607
-229.839,-4.323.076
-2.301.766,-4.345.175
-2.301.553,-4.330.447
-2.296.956,-4.318.348
-2.300.919,-4.343.998
-229.616,-4.320.863
-2.302.233,-4.348.988
-2.299.633,-4.340.336
-229.884,-4.322.666
-2.296.752,-4.318.094
-2.301.486,-4.330.309
-229.836,-4.320.634
-229.199,-4.317.742
-2.298.508,-4.320.773
-2.300.663,-4.333.954
-2.291.757,-4.321.603
-2.292.689,-4.317.826
-2.296.469,-4.317.425
-2.301.559,-4.330.253
-2.294.032,-4.336.147
-2.298.035,-4.341.572
-2.284.535,-4.326.117
-2.291.212,-4.321.945
-2.298.041,-4.322.476
-230.125,-4.330.597
-2.291.558,-432.261
-2.296.452,-4.338.564
-2.296.054,-4.320.075
-2.298.482,-4.320.155
-230.121,-4.345.459
-2.295.566,-4.320.087
-2.292.176,-4.324.013
-2.291.604,-4.322.842
-2.293.557,-4.318.658
-229.613,-4.316.883
-2.300.684,-4.334.028
-2.295.312,-4.318.249
-2.291.385,-4.340.582
-2.291.971,-4.323.174
-230.107,-4.338.023
-229.299,-4.337.575
-2.293.564,-4.333.298
-2.292.515,-4.324.934
-2.296.278,-4.340.289
-2.296.432,-4.321.693
-229.646,-4.340.331
-2.294.079,-4.320.038
-2.297.732,-4.319.211
-2.295.382,-4.318.666
-2.301.723,-4.346.439
-2.293.209,-4.319.713
-2.296.676,-4.341.364
-2.298.137,-4.318.981
-2.298.172,-4.323.357
-2.296.688,-4.318.084
-2.300.453,-4.332.443
-2.298.617,-4.319.229
-229.628,-4.321.738
-2.289.484,-4.328.709
-2.293.683,-4.317.595
-230.111,-43.324
-2.293.086,-4.317.485
-2.292.892,-4.324.486
-2.300.822,-434.844
-2.296.784,-4.339.125
-229.866,-431.934
-2.292.904,-4.317.554
-2.297.241,-4.339.383
-229.261,-4.335.741
-2.296.986,-4.318.128
-2.292.628,-4.324.641
-2.296.756,-4.318.343
-2.293.987,-4.318.184
-2.297.765,-4.319.137
-2.300.668,-4.342.887
-2.296.935,-4.340.042
-230.144,-4.330.313
-2.290.673,-4.329.999
-2.298.424,-432.247
-2.296.672,-4.339.481
-2.302.945,-4.347.772
-2.293.826,-4.318.138
-2.293.808,-4.318.141
-229.548,-4.319.119
-2.302.103,-4.345.521
-2.297.607,-4.319.068
-229.616,-4.317.482
-2.296.508,-4.340.831
-2.290.525,-4.321.884
-2.296.606,-432.193
-2.293.585,-4.317.617
-2.294.274,-4.319.254
-2.300.604,-4.334.462
-2.295.163,-4.317.521
-2.295.492,-4.319.848
-2.302.384,-4.348.733
-2.300.683,-4.329.943
-230.255,-4.346.438
-2.296.343,-4.317.593
-2.296.451,-4.318.118
-2.301.467,-434.718
-2.294.737,-4.318.375
-2.300.646,-433.309
-2.300.741,-4.341.659
-2.296.654,-4.341.243
-2.297.054,-4.341.522
-230.094,-4.346.004
-2.300.677,-4.344.233
-2.298.134,-432.076
-2.301.778,-4.346.481
-2.296.885,-4.339.126
-2.302.774,-4.349.701
-2.298.408,-4.322.655
-2.298.355,-4.338.344
-2.302.446,-4.347.779
-2.301.091,-4.332.098
-229.626,-4.317.123
-2.299.727,-4.326.993
-2.297.862,-4.319.799
-2.298.352,-4.320.236
-2.285.729,-4.326.518
-2.302.701,-4.349.457
-2.293.724,-4.318.174
-2.300.062,-4.337.529
-2.291.819,-4.320.802
-2.298.162,-4.319.951
-2.297.097,-4.318.454
-229.202,-432.349
-2.295.064,-4.319.224
-2.296.474,-4.340.442
-2.302.269,-4.344.946
-2.294.024,-431.991
-2.301.006,-4.337.022
-2.302.367,-4.348.831
-2.300.951,-4.344.735
-2.292.783,-4.317.611
-2.291.822,-4.318.567
-2.299.802,-4.340.675
-230.195,-4.347.537
-2.298.137,-4.320.224
-2.297.634,-4.319.185
-2.296.531,-4.322.143
-229.664,-4.318.664
-2.295.288,-4.334.775
-2.302.508,-4.346.538
-2.294.669,-4.318.143
-2.291.593,-4.322.873
-2.297.218,-4.338.118
-2.291.729,-4.318.772
-2.300.757,-4.331.966
-2.296.987,-4.318.118
-2.291.794,-431.774
-22.936,-4.336.422
-2.293.369,-4.317.827
-2.297.012,-4.339.806
-2.297.175,-4.339.225
-2.298.201,-4.321.052
-230.337,-4.349.083
-2.300.487,-4.334.113
-2.297.179,-4.318.331
-2.296.721,-4.339.782
-2.300.826,-4.343.251
-2.298.261,-4.323.072
-2.298.513,-4.322.229
-2.298.399,-4.320.074
-2.296.694,-4.339.115
-2.297.792,-4.318.979
-2.296.901,-4.339.353
-2.300.332,-4.343.722
-2.298.306,-4.319.158
-2.298.646,-4.322.313
-2.296.001,-4.320.321
-2.296.985,-4.318.273
-2.291.305,-4.323.362
-2.294.281,-4.319.805
-2.295.854,-4.316.848
-2.296.536,-4.317.816
-2.299.704,-4.325.583
-2.300.811,-4.343.191
-229.645,-432.222
-2.306.656,-4.356.668
-2.298.867,-4.343.542
-2.295.998,-4.320.436
-2.296.745,-4.339.366
-2.296.684,-4.318.321
-2.297.994,-4.319.122
-2.300.945,-4.331.255
-2.294.093,-4.319.038
-2.295.446,-4.319.307
-2.295.574,-4.319.263
-2.295.454,-4.319.231
-2.293.613,-4.319.133
-2.295.423,-4.319.123
-2.295.618,-4.319.237
-2.297.883,-4.341.534
-2.296.021,-4.320.943
-2.296.311,-4.320.255
-2.301.118,-4.344.489
-2.302.071,-434.986
-2.295.195,-4.318.852
-2.291.452,-4.321.135
-2.298.349,-4.321.241
-2.296.676,-4.318.899
-2.296.861,-4.339.195
-2.299.036,-4.335.087
-2.296.379,-4.321.998
-2.296.604,-433.866
-2.296.893,-4.338.669
-2.298.387,-4.320.087
-2.299.659,-4.325.646
-2.299.423,-4.325.408
-2.297.218,-4.349.356
-2.295.897,-4.317.701
-2.295.186,-4.316.873
-2.297.137,-4.318.851
-2.298.249,-4.319.271
-229.831,-4.323.243
-230.265,-4.350.375
-2.296.165,-4.317.584
-2.294.125,-4.317.317
-2.298.471,-431.903
-2.297.311,-4.339.401
-2.292.928,-432.351
-2.298.158,-4.319.546
-2.291.578,-4.324.149
-2.298.451,-4.322.313
-2.298.528,-4.319.423
-2.293.702,-4.335.505
-2.293.734,-4.317.713
-2.300.812,-4.342.889
-2.298.004,-4.341.575
-2.301.079,-4.343.797
-2.293.247,-4.318.159
-2.295.195,-4.316.671
-2.297.168,-4.338.564
-2.290.772,-4.317.317
-2.293.724,-4.317.385
-2.296.559,-4.318.157
-2.301.125,-4.345.208
-2.294.364,-431.815
-2.296.489,-4.317.886
-2.291.754,-432.298
-2.295.019,-4.318.124
-2.293.701,-4.324.277
-2.291.613,-432.322
-2.300.522,-4.336.685
-229.842,-4.321.976
-2.291.503,-4.322.216
-2.297.034,-4.338.154
-2.298.365,-4.321.393
-2.296.314,-4.317.577
-2.297.009,-4.341.457
-2.295.323,-4.319.004
-2.296.961,-4.318.659
-2.293.445,-4.317.383
-229.791,-4.320.053
-229.262,-4.318.004
-2.301.049,-4.332.821
-2.296.474,-4.317.632
-2.297.854,-4.319.063
-2.300.692,-4.344.246
-229.947,-432.343
-229.539,-4.318.505
-2.303.032,-4.348.423
-2.291.089,-4.321.394
-230.066,-4.348.057
-2.292.024,-4.322.416
-2.293.111,-4.324.809
-230.131,-4.345.907
-2.292.194,-4.326.494
-2.292.577,-433.748
-2.300.948,-4.333.106
-2.300.986,-4.335.679
-2.291.767,-432.665
-2.297.219,-4.320.827
-2.296.859,-4.341.508
-2.296.563,-433.862
-2.300.103,-4.339.132
-23.009,-4.343.072
-2.291.313,-4.322.782
-2.298.398,-4.323.068
-229.601,-4.316.479
-2.300.923,-4.331.781
-2.296.978,-4.339.842
-229.955,-4.338.607
-229.355,-4.320.284
-2.297.186,-4.338.014
-2.293.531,-4.318.122
-2.300.388,-4.332.529
-2.292.627,-43.356
-2.298.287,-4.321.115
-2.297.149,-4.339.545
-2.296.368,-4.316.975
-2.294.429,-4.325.335
-2.300.893,-4.342.839
-2.293.005,-4.336.535
-2.298.639,-4.322.729
-2.297.846,-4.345.893
-229.566,-4.320.251
-2.296.225,-4.321.841
-2.298.103,-4.318.969
-2.297.982,-4.341.596
-229.342,-4.336.927
-230.097,-4.330.875
-2.300.588,-4.332.804
-2.296.772,-433.954
-2.297.105,-4.338.344
-2.300.299,-4.342.446
-2.293.675,-4.319.236
-2.296.014,-434.217
-2.296.933,-4.339.443
-2.302.145,-4.347.842
-2.294.016,-43.177
-2.298.243,-4.319.215
-2.296.068,-4.317.617
-229.836,-4.320.752
-2.302.828,-4.349.741
-2.296.895,-4.339.658
-2.291.814,-4.324.138
-2.300.502,-4.343.427
-2.301.273,-4.330.455
-2.299.758,-4.339.817
-229.749,-4.322.751
-2.297.124,-431.871
-2.297.982,-4.341.566
-2.292.504,-4.336.022
-2.297.848,-4.319.031
-2.300.962,-4.330.552
-229.206,-4.321.112
-230.254,-4.352.375
-2.293.783,-4.336.119
-2.289.465,-4.332.035
-2.299.446,-4.325.427
-2.300.798,-433.119
-2.297.365,-4.318.759
-2.300.809,-4.344.315
-2.302.286,-4.346.026
-2.300.726,-4.342.915
-2.297.118,-4.338.541
-2.296.741,-4.318.593
-230.094,-433.052
-2.300.356,-4.333.027
-2.298.087,-4.320.726
-2.297.734,-4.319.083
-2.300.302,-4.332.374
-230.181,-4.348.389
-2.299.359,-4.323.573
-2.296.938,-4.339.737
-2.293.952,-4.318.218
-2.291.347,-4.322.626
-2.293.559,-4.319.804
-2.293.992,-4.333.354
-2.298.478,-4.320.424
-2.300.525,-4.331.906
-2.300.485,-4.332.974
-2.299.917,-43.393
-2.300.273,-433.396
-2.296.475,-4.317.552
-2.297.975,-4.341.147
-2.298.437,-4.323.213
-2.301.809,-4.346.572
-2.295.534,-4.317.486
-2.291.886,-4.317.877
-2.300.276,-4.337.753
-2.302.475,-4.348.784
-2.296.178,-4.316.915
-2.297.441,-4.349.083
-2.298.796,-4.335.057
-2.297.279,-4.318.704
-2.292.037,-4.324.085
-2.291.273,-4.319.616
-229.233,-4.334.982
-2.297.097,-4.339.719
-2.297.448,-4.338.282
-2.296.787,-4.318.107
-2.293.992,-4.319.278
-229.734,-4.318.624
-2.293.171,-4.317.862
-2.301.386,-4.330.235
-2.296.833,-4.339.667
-2.300.406,-4.334.694
-2.301.593,-4.330.883
-2.296.375,-4.322.069
-2.297.141,-4.339.488
-2.301.049,-4.342.856
-2.296.364,-431.737
-2.300.935,-4.334.118
-2.301.212,-433.172
-2.297.058,-4.339.326
-2.300.672,-4.345.804
-2.294.862,-431.817
-2.296.164,-4.317.569
-2.296.181,-4.341.367
-2.297.122,-4.341.148
-2.298.332,-4.322.603
-2.299.585,-4.330.226
-2.296.459,-431.745
-229.385,-433.267
-2.298.897,-4.330.113
-2.298.114,-4.330.587
-2.292.385,-4.320.748
-2.292.888,-4.324.212
-229.637,-4.317.922
-2.296.692,-4.339.173
-2.300.979,-434.314
-2.298.072,-4.322.252
-2.292.283,-4.318.665
-2.298.497,-4.319.447
-2.296.975,-4.318.362
-2.298.681,-4.335.763
-2.296.451,-4.317.905
-2.298.104,-4.319.202
-229.818,-4.319.163
-2.302.119,-4.345.515
-2.294.232,-4.320.637
-2.297.412,-4.339.691
-2.300.282,-4.345.491
-2.297.948,-4.341.527
-2.292.265,-4.317.286
-229.672,-4.318.618
-2.300.076,-4.343.159
-2.301.065,-4.331.169
-2.293.732,-4.318.985
-2.298.605,-4.322.184
-2.297.042,-433.939
-2.297.142,-4.338.451
-2.291.953,-432.677
-2.298.668,-4.323.019
-2.297.239,-4.340.707
-2.301.083,-4.335.517
-2.301.043,-4.346.209
-2.298.027,-4.318.948
-2.294.014,-4.319.343
-2.297.702,-432.289
-2.297.065,-4.339.458
-2.297.982,-4.322.952
-2.293.562,-4.319.178
-2.300.826,-4.332.236
-2.298.487,-4.321.209
-2.295.107,-4.317.685
-2.300.914,-4.335.862
-2.301.028,-4.333.485
-229.932,-4.340.291
-2.296.535,-4.318.746
-2.301.076,-4.334.582
-2.289.866,-4.330.138
-2.300.257,-4.345.493
-2.293.793,-4.335.557
-2.293.451,-4.318.138
-2.297.023,-4.339.376
-2.294.227,-4.318.724
-2.299.614,-4.327.105
-2.300.256,-4.348.323
-229.796,-4.320.038
-2.294.087,-4.319.269
-2.297.838,-4.319.037
-2.296.777,-4.338.753
-2.297.545,-431.906
-2.292.735,-4.317.476
-2.300.657,-433.309
-2.299.837,-4.334.147
-2.302.253,-4.351.171
-2.298.542,-4.320.426
-229.543,-4.318.718
-2.301.167,-4.332.259
-2.297.089,-4.335.881
-2.293.845,-4.319.313
-2.300.229,-4.338.984
-2.301.336,-4.347.409
-2.294.688,-4.316.217
-2.296.006,-4.320.089
-2.298.622,-4.319.593
-2.296.915,-4.338.604
-2.298.307,-4.355.155
-2.298.572,-4.322.371
-2.294.123,-4.318.037
-229.608,-431.732
-2.296.454,-4.340.962
-2.296.611,-4.338.529
-2.293.523,-4.317.702
-229.668,-4.318.882
-2.293.956,-4.317.515
-2.298.916,-4.334.893
-2.298.155,-4.319.486
-230.049,-4.334.374
-2.297.172,-4.339.774
-2.306.446,-435.664
-2.298.676,-4.322.447
-2.293.265,-4.318.159
-2.296.891,-4.318.957
-2.295.931,-4.320.253
-2.298.852,-4.322.865
-2.293.587,-4.324.724
-2.293.489,-4.319.367
-2.295.688,-4.320.163
-2.296.948,-4.339.641
-2.301.161,-4.332.539
-2.289.997,-4.324.065
-2.295.074,-4.318.154
-2.290.738,-4.317.685
-2.296.998,-4.339.835
-2.300.964,-433.424
-2.300.885,-4.331.431
-2.297.992,-4.327.738
-229.671,-4.339.804
-2.297.407,-4.339.623
-2.296.706,-4.339.401
-2.300.888,-4.343.641
-2.291.707,-4.318.854
-2.294.528,-4.318.837
-2.298.502,-4.323.466
-2.298.149,-4.321.753
-2.296.381,-4.317.234
-2.294.234,-4.319.835
-2.297.336,-4.318.607
-2.296.536,-4.317.315
-2.289.666,-432.556
-229.631,-4.317.241
-2.292.925,-4.317.862
-229.794,-4.323.668
-2.294.363,-4.318.212
-229.672,-4.318.471
-229.133,-4.318.687
-2.294.867,-4.318.505
-229.946,-4.340.778
-2.301.067,-4.332.005
-2.301.143,-4.331.311
-2.300.962,-4.331.793
-2.300.514,-4.331.038
-2.299.806,-4.337.674
-2.291.139,-4.321.572
-2.297.194,-4.339.063
-2.291.408,-4.323.987
-229.756,-4.318.874
-2.298.478,-4.321.141
-2.300.419,-433.531
-2.297.536,-4.319.228
-2.293.205,-4.333.364
-2.297.873,-4.341.471
-2.296.381,-4.316.737
-2.300.295,-4.343.788
-2.292.828,-4.323.474
-2.300.962,-4.333.956
-2.301.012,-4.344.466
-2.296.503,-4.317.897
-2.301.035,-4.336.781
-2.296.245,-4.317.453
-2.302.781,-4.346.236
-2.297.153,-4.339.169
-2.298.628,-4.322.629
-2.298.247,-4.319.943
-2.297.544,-4.319.153
-2.300.238,-4.343.012
-2.301.042,-4.330.409
-2.291.574,-432.458
-2.291.346,-4.318.455
-2.297.224,-4.339.052
-2.296.739,-4.338.723
-2.296.711,-4.338.563
-2.300.483,-433.211
-2.296.934,-4.341.544
-2.301.247,-4.347.292
-2.292.108,-43.186
-229.428,-4.333.312
-2.302.147,-4.345.538
-2.295.253,-4.318.638
-2.297.395,-4.335.681
-2.293.443,-431.779
-2.297.249,-4.335.812
-2.293.211,-4.317.637
-2.292.576,-4.317.996
-229.744,-431.919
-2.302.697,-4.347.723
-2.298.704,-4.319.124
-229.636,-4.317.693
-2.294.903,-4.318.032
-2.301.338,-4.330.752
-2.292.515,-4.326.399
-2.302.247,-4.348.848
-2.292.051,-4.322.572
-2.300.391,-4.332.174
-2.300.731,-4.344.077
-2.281.672,-4.320.152
-2.294.107,-4.320.608
-2.293.512,-4.318.378
-2.296.973,-4.339.981
-2.281.081,-4.319.309
-2.300.454,-4.332.041
-2.300.556,-4.332.032
-2.297.036,-4.335.916
-2.292.006,-4.326.841
-2.296.296,-43.171
-2.298.248,-4.319.241
-2.297.699,-4.319.267
-2.293.545,-4.318.947
-2.301.344,-4.331.346
-2.293.202,-4.324.034
-2.297.583,-4.339.491
-2.296.906,-4.339.755
-2.297.171,-4.318.439
-2.292.109,-4.318.112
-2.303.097,-4.349.528
-2.296.993,-4.318.192
-2.296.974,-4.339.902
-2.296.803,-4.339.595
-2.300.243,-4.338.112
-2.289.454,-4.319.506
-2.284.344,-4.332.491
-2.302.421,-4.349.595
-2.288.764,-4.326.702
-2.291.854,-4.326.222
-229.654,-4.321.849
-2.298.823,-433.559
-2.300.304,-4.330.821
-229.993,-4.342.028
-2.298.523,-4.319.128
-2.299.001,-4.334.714
-2.292.445,-4.317.295
-2.292.996,-4.335.639
-2.296.131,-4.317.425
-2.298.683,-4.322.643
-2.299.659,-4.341.802
-2.297.425,-4.320.002
-22.918,-4.319.109
-2.296.614,-4.320.202
-229.851,-4.322.106
-2.296.195,-4.317.405
-229.148,-4.321.239
-229.705,-4.318.694
-2.291.343,-4.324.134
-2.297.801,-4.322.689
-2.301.237,-433.837
-2.291.576,-4.320.824
-2.296.965,-4.339.446
-2.299.536,-4.323.957
-2.298.443,-4.322.922
-2.299.885,-4.330.939
-2.298.653,-4.350.461
-2.292.377,-432.642
-2.298.719,-4.345.973
-2.294.873,-4.318.678
-2.301.035,-4.343.645
-2.292.292,-4.319.075
-2.297.013,-4.339.615
-2.301.174,-4.332.905
-2.300.169,-4.339.015
-2.299.826,-4.341.673
-2.291.629,-4.323.136
-2.297.409,-4.339.277
-2.300.779,-4.332.374
-2.293.454,-431.996
-2.297.155,-4.340.985
-2.296.127,-4.317.644
-2.289.479,-4.328.907
-2.300.762,-4.346.054
-2.300.837,-4.353.332
-2.293.861,-431.896
-2.293.835,-4.319.154
-2.291.532,-4.324.107
-2.298.425,-4.320.487
-2.293.185,-4.324.001
-2.287.624,-4.343.609
-2.292.114,-4.318.405
-2.288.915,-4.334.567
-2.300.819,-4.333.178
-2.296.353,-4.322.834
-2.297.354,-4.339.991
-2.298.799,-4.322.986
-2.292.711,-4.335.089
-2.293.434,-4.319.355
-2.298.215,-4.322.466
-2.296.621,-4.317.703
-2.300.137,-4.343.742
-2.296.637,-4.318.141
-2.300.224,-433.347
-2.298.029,-4.319.191
-2.300.802,-4.331.743
-2.297.156,-4.339.019
-2.293.944,-4.317.771
-229.679,-4.338.627
-2.300.172,-4.335.168
-229.813,-4.320.128
-2.301.412,-4.347.067
-2.293.692,-4.317.625
-2.297.361,-4.338.789
-2.292.205,-4.317.591
-2.300.774,-4.332.583
-2.293.857,-4.317.583
-2.301.014,-4.342.981
-2.298.124,-4.320.895
-2.298.721,-4.346.566
-2.300.552,-4.332.946
-2.294.685,-4.318.165
-2.292.507,-43.248
-2.300.203,-4.334.828
-2.295.116,-4.333.795
-229.621,-4.316.922
-2.294.162,-4.335.512
-2.297.149,-4.338.287
-2.291.424,-4.323.565
-2.291.957,-4.339.524
-22.962,-4.320.212
-2.298.443,-4.321.062
-2.298.394,-4.319.036
-2.296.801,-4.339.989
-2.296.521,-4.317.869
-2.298.359,-4.319.626
-2.298.504,-4.319.209
-2.297.174,-433.906
-2.295.183,-4.318.724
-2.297.143,-4.318.996
-2.297.651,-4.341.424
-2.298.147,-4.319.981
-230.078,-4.343.164
-2.301.517,-4.330.473
-229.163,-4.321.748
-2.300.805,-4.332.326
-2.300.006,-4.343.027
-2.297.709,-431.982
-2.294.112,-4.333.164
-2.289.491,-4.328.707
-2.297.886,-4.341.377
-2.290.525,-4.330.142
-2.298.762,-4.319.745
-2.300.959,-433.314
-2.301.022,-4.332.967
-2.292.528,-4.337.934
-2.297.107,-4.319.146
-2.296.823,-4.339.083
-22.971,-4.341.277
-2.291.409,-4.356.349
-2.289.425,-4.328.657
-22.814,-4.320.706
-2.297.151,-4.339.501
-2.297.041,-4.338.315
-230.211,-4.345.813
-2.293.837,-4.319.205
-2.296.939,-4.339.783
-229.805,-4.341.419
-2.294.904,-433.829
-2.296.987,-4.338.976
-2.295.041,-4.319.444
-2.295.629,-4.317.582
-2.291.702,-4.323.588
-2.297.044,-4.339.142
-229.367,-4.337.069
-2.291.209,-4.322.765
-2.298.238,-4.319.497
-2.300.039,-432.712
-2.295.767,-4.319.547
-2.299.898,-4.326.631
-2.300.194,-4.337.279
-2.297.136,-4.339.611
-2.297.117,-4.339.869
-2.280.286,-4.320.489
-2.301.049,-4.334.278
-2.299.384,-4.323.446
-2.300.484,-433.161
-2.296.602,-4.339.685
-2.294.941,-4.338.859
-2.298.254,-431.986
-2.294.141,-4.317.994
-2.297.368,-4.338.414
-2.293.138,-4.323.315
-2.295.715,-4.319.911
-229.684,-4.339.633
-2.297.245,-4.339.215
-2.296.245,-4.317.587
-2.297.114,-4.340.004
-2.295.708,-4.319.882
-2.297.182,-4.339.647
-2.294.062,-4.319.195
-2.294.262,-4.359.398
-2.300.894,-4.342.848
-2.297.229,-4.349.025
-229.786,-4.341.729
-2.297.181,-4.349.017
-2.292.985,-4.323.195
-230.113,-4.338.127
-2.300.932,-43.428
-2.295.699,-4.317.995
-2.296.797,-4.318.797
-2.295.128,-4.319.003
-2.296.872,-4.339.405
-2.298.386,-431.926
-2.296.504,-43.387
-2.298.517,-43.227
-2.292.195,-4.320.718
-2.297.031,-4.339.023
-2.298.816,-432.327
-2.296.484,-4.317.374
-2.295.841,-4.320.474
-229.849,-4.322.126
-2.300.412,-4.332.941
-2.295.384,-4.319.306
-2.297.788,-4.341.503
-2.301.867,-4.347.279
-2.300.279,-4.344.067
-2.298.461,-432.058
-229.672,-4.339.854
-2.297.075,-4.339.403
-2.300.379,-4.333.034
-2.289.429,-432.848
-2.297.173,-4.341.135
-2.297.043,-433.834
-2.291.172,-4.318.487
-2.295.026,-4.338.446
-2.292.899,-4.318.014
-230.096,-433.641
-2.298.349,-4.321.093
-2.298.364,-4.321.924
-2.298.564,-4.322.955
-2.298.489,-4.320.097
-2.298.271,-4.341.157
-2.289.762,-4.323.361
-2.295.353,-4.319.008
-2.291.511,-4.318.591
-2.296.888,-4.318.346
-2.292.211,-43.242
-2.290.889,-4.318.784
-2.300.999,-4.330.777
-2.297.518,-4.319.331
-2.297.876,-4.341.437
-2.293.661,-4.318.662
-229.626,-4.317.578
-2.297.939,-4.319.167
-2.293.082,-4.319.636
-2.300.902,-4.330.827
-2.301.843,-4.347.208
-2.296.956,-4.339.235
-229.636,-431.701
-2.298.051,-4.318.921
-2.292.549,-4.323.979
-2.296.159,-4.317.275
-2.297.107,-4.341.253
-2.298.183,-4.321.355
-2.302.609,-4.348.815
-2.297.248,-4.339.345
-2.297.181,-4.318.727
-2.294.254,-4.317.349
-2.302.623,-4.349.087
-2.301.674,-4.345.641
-2.298.507,-4.318.983
-2.298.081,-4.320.472
-2.300.998,-4.343.468
-2.294.965,-4.334.199
-2.295.965,-4.320.168
-230.226,-4.348.882
-2.296.911,-4.341.393
-2.300.808,-4.341.936
-2.298.646,-4.319.732
-2.293.596,-4.324.304
-2.298.328,-4.320.951
-22.937,-4.319.252
-2.297.042,-4.339.342
-2.296.607,-4.318.558
-229.874,-4.319.148
-2.299.824,-4.341.573
-2.293.484,-4.319.462
-2.296.715,-4.338.932
-2.297.309,-4.320.565
-2.291.094,-4.317.171
-2.298.353,-4.319.246
-2.293.749,-4.317.609
-2.297.309,-4.338.299
-229.684,-4.320.342
-2.298.446,-4.321.755
-2.298.285,-4.321.992
-2.296.658,-4.318.078
-2.298.623,-4.320.109
-2.298.321,-4.321.924
-229.823,-4.321.809
-229.847,-4.321.347
-2.298.247,-4.321.896
-2.300.879,-4.329.894
-2.291.447,-4.318.711
-2.293.422,-4.318.193
-2.296.355,-4.340.562
-2.297.173,-4.339.438
-2.296.498,-4.348.926
-2.296.603,-4.322.674
-2.297.698,-4.319.849
-2.298.438,-4.319.646
-2.296.916,-4.318.569
-2.298.413,-4.321.983
-2.298.256,-4.321.964
-2.298.374,-4.321.997
-2.298.371,-4.321.938
-2.298.295,-4.321.773
-2.293.204,-4.317.656
-2.296.352,-4.339.924
-2.300.975,-4.334.517
-2.299.844,-434.102
-2.298.218,-4.320.182
-2.296.332,-4.317.545
-2.296.498,-4.322.392
-2.298.466,-4.319.078
-2.297.324,-4.339.379
-2.298.284,-4.320.631
-2.302.091,-4.348.685
-2.297.151,-4.318.806
-230.252,-4.348.719
-229.639,-4.348.977
-2.298.047,-4.321.872
-2.300.909,-4.343.967
-2.296.599,-4.338.675
-2.298.308,-432.064
-2.293.233,-4.319.855
-2.298.299,-43.196
-2.296.819,-4.318.261
-2.296.985,-431.829
-2.298.301,-4.320.792
-2.296.558,-4.317.982
-2.300.315,-4.332.798
-2.297.984,-4.319.156
-2.297.831,-431.971
-2.298.594,-4.322.865
-2.295.424,-4.318.413
-2.288.624,-4.336.674
-2.292.309,-4.323.598
-2.292.023,-4.326.662
-2.301.981,-4.345.204
-2.299.286,-4.325.473
-2.298.652,-4.320.265
-2.296.126,-4.317.625
-2.301.056,-4.343.145
-2.298.604,-4.321.768
-2.286.994,-4.345.056
-2.292.317,-4.319.154
-2.295.237,-4.317.644
-2.296.339,-4.319.158
-229.537,-4.317.264
-2.302.363,-4.345.006
-2.299.614,-4.325.823
-2.289.553,-4.328.977
-2.296.673,-4.318.287
-229.313,-4.324.079
-230.048,-4.344.209
-2.292.962,-4.317.858
-22.965,-4.321.834
-2.300.037,-4.331.009
